Price,Close,High,Low,Open,Volume,MACD,MACD_Signal,MACD_Hist,K,D,J
2024-02-20,675.5542602539062,676.5375997884826,663.7541858389909,663.7541858389909,30166461,21.695350483856828,16.36634113666316,5.329009347193669,73.01486292328826,72.63731404968217,73.76996067050044
2024-02-21,669.6541748046875,671.6208537321609,666.7041564134774,666.7041564134774,30564485,21.973915803481077,17.487856070026744,4.486059733454333,70.95186702037464,71.7945905350284,69.2664199910671
2024-02-22,680.470947265625,683.4209658231349,673.5875706314351,683.4209658231349,33145643,22.804626426241725,18.551210141269742,4.253416284971983,76.03149900934304,73.91304477218571,80.26840748365768
2024-02-23,685.3876342773438,691.287671301252,684.4042947733591,689.3209922932826,46448923,23.587800648128677,19.55852824264153,4.0292724054871485,80.60833572655486,77.26069024937028,87.303626680924
2024-02-26,686.3710327148438,688.3377118916771,683.4210139495937,688.3377118916771,28798079,24.011039578830605,20.449030509879346,3.5620090689512587,82.55773282694507,79.90921153815768,87.85477540451984
2024-02-27,686.3710327148438,689.3210514800937,679.487655595927,688.3377118916771,33006829,24.06900695098932,21.173025798101342,2.895981152887977,75.56464819194989,77.73692986505378,71.2200848457421
2024-02-29,678.5042724609375,686.3709886633832,676.5375934103262,679.4876119862432,54368302,23.212584479280963,21.580937534337266,1.6316469449436966,65.36852558678316,71.55272772591847,53.00012130851255
2024-03-01,677.5209350585938,685.3876512856891,676.5375955302068,685.3876512856891,23390635,22.198624465313515,21.704474920532515,0.49414954478099915,58.54632763806957,65.04952768199402,45.53992755022068
2024-03-04,712.921142578125,712.921142578125,699.1543894800647,702.1044080010777,88861397,23.975183749770963,22.158616686380206,1.8165670633907567,79.27316381903478,72.1613457505144,93.49679995607553
2024-03-05,717.8378295898438,725.7045455305544,715.8711506046661,722.7545270527878,64403889,25.486067808331768,22.82410691077052,2.661960897561247,82.96991745320308,77.56563160185874,93.77848915589175
2024-03-06,722.7545776367188,725.7045963209503,705.0544655313297,706.0378050927402,43687122,26.77158857808513,23.613603244233442,3.1579853338516877,88.65477161864365,83.1102016102512,99.74391163542859
2024-03-07,747.3379516601562,756.1880063508686,741.4379151996814,742.4212546097605,71817344,29.43474051548128,24.777830698483008,4.656909816998272,88.77182472433489,85.94101316729305,94.43344783841854
2024-03-08,770.9381713867188,782.7382454385563,759.1380973348812,781.7549059342365,87139744,33.06845553846074,26.435955666478556,6.6324998719821835,88.8303560513169,87.38568460930497,91.71969893534072
2024-03-11,753.2380981445312,765.0381727890931,748.3214003759638,755.2047772519581,64759810,34.12656311220496,27.97407715562384,6.152485956581124,80.52630506177903,83.955994835542,73.66692551425308
2024-03-12,757.17138671875,758.1547261820211,741.4379553064123,744.3879736962257,58110339,34.88042468032177,29.355346660563427,5.52507801975834,78.22609897635476,81.09104690594839,72.49620311716751
2024-03-13,766.0214233398438,771.9214599766076,764.0547444609224,771.9214599766076,36754557,35.779545073203394,30.640186343091422,5.139358730111972,81.24265410305541,81.1668505045019,81.39426130016244
2024-03-14,770.9381713867188,771.9215108910386,757.1714183262417,766.0214738651198,42010806,36.46845924147158,31.805840922767455,4.662618318704123,83.56250336092317,82.36467693271254,85.95815621734442
2024-03-15,740.4546508789062,764.0547991140905,740.4546508789062,758.1547620552944,73316437,34.16087800240916,32.2768483386958,1.8840296637133633,64.56605012220388,73.46536352745821,46.76742331169521
2024-03-18,754.7794189453125,755.7673501219425,744.9001071790126,744.9001071790126,43589856,33.106362769097586,32.44275122477616,0.6636115443214265,64.28774565616473,68.87655459181147,55.11012778487125
2024-03-19,752.8035888671875,755.767382524145,745.8880703342868,748.8518639912443,30152375,31.745279058486176,32.303256791518166,-0.5579777330319899,46.74638961607733,57.811472103944396,24.616224640343205
2024-03-20,748.8518676757812,759.7191111380947,742.9242803327012,754.7794550188613,41280325,30.00189635190077,31.842984703594688,-1.8410883516939194,33.30283405030901,45.5571530771267,8.794195996673636
2024-03-21,774.5380249023438,774.5380249023438,762.6828510517977,763.6707822060098,46026103,30.34313445054795,31.54301465298534,-1.1998802024373916,66.6514170251545,56.1042850511406,87.7456809731823
2024-03-22,775.5260009765625,779.4777258223029,765.6466888622114,778.4897946108678,30660820,30.343508437453693,31.30311340987901,-0.9596049724253177,78.26239039698487,67.18333772406274,100.42049574282913
2024-03-25,770.5863037109375,778.4897529797677,769.5983725523337,773.5500971867488,19877101,29.603956554866045,30.96328203887642,-1.3593254840103768,77.73867663830403,72.46100718118339,88.29401555254532
2024-03-26,772.5621948242188,782.4415067784927,766.6346076516544,778.4897819967831,40990702,28.844789481478188,30.53958352739678,-1.6947940459185915,77.10457081917443,74.78278900017891,81.74813445716546
2024-03-27,769.598388671875,775.5259757476532,769.598388671875,775.5259757476532,18794479,27.68485593340631,29.96863800859869,-2.283782075192377,73.2580726953361,74.0204308477575,71.7333563904933
2024-03-28,759.7191162109375,766.634634824041,758.7311849804942,764.6587723631543,27190918,25.672489043492874,29.109408215577528,-3.4369191720846537,57.879054869685206,65.94974285872135,41.737678891612916
2024-03-29,766.6345825195312,767.6225136825719,758.7311332152062,759.7190643782469,9802000,24.35494547010387,28.1585156664828,-3.803570196378928,58.93948481969996,62.44461383921066,51.92922678067856
